Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
3296,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Krummwisch,Hofteich,Eiderkanalschleuse,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3296.jpg
22853,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Krummwisch,Hofteich,Alter Eiderkanal (Teilflächen im Schleusenbereich),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
7806,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Langwedel,Manhagen 5,Mühlenhof Manhagen: sog. Villa (ehem. Abnahmehaus),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7806.jpg
3394,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Langwedel,Manhagen 7,Mühlenhof Manhagen: Wassermühle,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3394.jpg
7804,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Langwedel,Manhagen 7,Mühlenhof Manhagen: Windmühle,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7804.jpg
7805,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Langwedel,Manhagen 7,Mühlenhof Manhagen: sog. Fischerhaus (ehem. Müllerhaus),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7805.jpg
5178,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Langwedel,Nortorfer Straße 5,Kate (ehem. Schule),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/5178.jpg
47888,Gründenkmal,Kreis Rendsburg-Eckernförde,Langwedel,Hörn,Doppeleiche,Doppeleiche; wohl 1898; zum 50-jährigen Jubiläum der Schleswig-Holsteinischen Erhebung gepflanzt; mit Einfriedung,"Geschichtlich, Städtebaulich, Wissenschaftlich","Doppeleiche, Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/47888.jpg
30064,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Lindau,Sander Weg 19,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; 19. Jh.; stattliches eingeschossiges Backsteinhallenhaus mit reetgedecktem Satteldach, Wohnteil mit neubarocker Haustür und Segmentbogenfenstern, Wirtschaftsteil mit zwei asymmetrisch gesetzten Segmentbogentoren und kleinen Rundbogenfenstern, kleiner rückwärtiger Flügel","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30064.jpg
28700,Gründenkmal,Kreis Rendsburg-Eckernförde,Lindau,Lindenallee,Gut Lindau: Lindenallee,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/28700.jpg
36499,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Lütjenwestedt,Schulstraße 5,ehem. Alte Schule,"Schulbau, ursprünglich Wohn- und Wirtschaftsgebäude; wohl Mitte 18. Jh.; langgestreckter Backsteinbau mit reetgedecktem Walmdach, im Norden quer zum First gerichteter Kopfbau mit Klassenzimmer, im Süden ein weiterer hakenförmiger Anbau","Geschichtlich, Städtebaulich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36499.jpg
37128,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Lütjenwestedt,Schulstraße 8,Wohnhaus,"Wohnhaus, eingeschossiger Satteldachbau mit Mittelrisalit und Vorbereich mit Säulenarkaden, Ziegelmauerwerk mit Zahnfries, Dach mit Schieferdeckung, Risalit mit Freigespärre, Ende 19. Jh.","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/37128.jpg
42077,Gründenkmal,Kreis Rendsburg-Eckernförde,Lütjenwestedt,Kirchweg,Doppeleiche,Doppeleiche; 1908; zum 60-jährigen Jubiläum der Schleswig-Holsteinischen Erhebung gepflanzt; mit Gedenkstein,"Geschichtlich, Städtebaulich, Wissenschaftlich","Doppeleiche, Gedenkstein",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/42077.jpg
7811,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Mielkendorf,Zur Steinfurther Mühle 1,Wassermühle (Steinfurther Mühle),"Wassermühle; 2. Hälfte 19. Jh., Anfang 20. Jh. aufgestockt; dreigeschossiger gelber Backsteinbau über hohem Kellergeschoss mit gusseisernen Fenstern, Geschossbändern und flachem Satteldach, Balkendecken und innere Holzständerkonstruktion erhalten","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7811.jpg
47881,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Molfsee,Dorfstraße 11 e,Fachhallenhaus,"Fachhallenhaus; 17./18. Jh.; im Kern eingeschossiger Fachwerkbau mit Flett und Kammerfach, repräsentativer und reich verzierter sog. Bordesholmer Giebel mit qualitätvollen Holzschnitzereien","Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/47881.jpg
6712,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Molfsee,Dorfstraße 14,Kate,"Kate; um 1825; reetgedeckte Zweiständerfachhallenkate mit mehrfach vorkragendem, verbrettertem Wirtschaftsgiebel, der ehem. Wirtschaftsbereich in Fachwerkbauweise","Geschichtlich, Städtebaulich","Kate, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6712.jpg
8061,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Molfsee,Hamburger Landstraße,Halbmeilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8061.jpg
9128,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Molfsee,Kirchenweg,Thomaskirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9128.jpg
7402,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Neudorf-Bornstein,Bornsteiner Straße 8,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; 1873; eingeschossiger Backsteinbau mit reetgedecktem Satteldach und jüngerer, querliegender Erweiterung, mit Hofpflaster, Zufahrtsallee und Zufahrtstor","Geschichtlich, Kulturlandschaftlich","Wohn- und Wirtschaftsgebäude, Zufahrtsallee, Zufahrtstor, Hofpflaster",
2678,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Neudorf-Bornstein,Bornsteiner Straße 41,Kate,"Wohn- und Wirtschaftsgebäude; Mitte 18. Jh.; Zweiständerkate mit massiven Außenmauern, querliegender Stallanbau von 1936, reetgedeckte Walmdächer","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2678.jpg
8111,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Neuwittenbek,Warleberg 8,Herrenhaus,"Herrenhaus; 1908 - 10; breit gelagerter, zweigeschossiger Putzbau mit steilem Walmdach über hohem Kellergeschoss, Mittelrisalit mit hohem Mansardwalmdach, schlichte Lisenengliederung","Geschichtlich, Kulturlandschaftlich","Herrenhaus, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8111.jpg
10752,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Nindorf,Dorfstraße 30,Fachhallenhaus,"Fachhallenhaus; Hauptbau 1. Hälfte 19. Jh., Stallanbau 1898, Wohnteilerweiterung 1948; Zweiständerfachhallenhaus unter reetgedecktem Satteldach mit Stallanbau, repräsentativer Wirtschaftsgiebel, Wohnbereich in Fachwerkbauweise","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Fachhallenhaus, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10752.jpg
7828,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Noer,Bäderstraße 31,Lindhof: Gutshaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7828.jpg
863,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Noer,Zum Hegenwohld 1,Gut Noer: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/863.jpg
864,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Noer,Zum Hegenwohld 1,Gut Noer: Reitstall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/864.jpg
865,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Noer,Zum Hegenwohld 1,Gut Noer: Inspektorenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/865.jpg
1329,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Noer,Zum Hegenwohld 1,Gut Noer: Mausoleum,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1329.jpg
9403,Gründenkmal,Kreis Rendsburg-Eckernförde,Noer,Zum Hegenwohld 1,Gut Noer: Gutspark,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich","Gut Noer: Gutspark, barocke Lindenreihe, Teich mit Insel, Insel im Teich",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9403.jpg
3495,Bauliche Anlage,Kreis Rendsburg-Eckernförde,"Nortorf, Stadt",Am Markt,Kirche St. Martin mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3495.jpg
54126,Bauliche Anlage,Kreis Rendsburg-Eckernförde,"Nortorf, Stadt",Theodor-Storm-Straße 24,Kath. Kirche St. Konrad,"Kath. Kirche St. Konrad; 1950, Architekt Georg Lippsmeier; Saalkirche aus rotem Backstein als hölzerne Gelenkbinder-Konstruktion unter Satteldach mit eingestelltem Turm aus zwei Betonscheiben über dem Portal, seitliche Sakristei","Geschichtlich, Künstlerisch, Städtebaulich","Kath. Kirche St. Konrad, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/54126.jpg
4358,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Nübbel,Dorfstraße 2,Windmühle Anna,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Städtebaulich, Technisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4358.jpg
9057,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Oldenbüttel,Im Eck 23,Wohnhaus,"Wohnhaus; 1924; eingeschossiger Baukörper mit zweigeschossigem Risalit zur Straße und ehem. Stallanbau auf der Rückseite, unverputzte Kalksandsteinfassade mit einzelnen Backsteinelementen, Schopfwalmdächer","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9057.jpg
5181,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osdorf,Borghorsterhütten 9,Gutsanlage: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
4013,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osdorf,Gut Borghorst,Herrenhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4013.jpg
7834,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osdorf,Gut Borghorst,Scheune,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Scheune, Grabensystem am Wirtschaftshof, Grabensystem mit zwei Teichen, nördliche Gartenallee (Linden), südliche Gartenallee (Linden)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7834.jpg
9405,Gründenkmal,Kreis Rendsburg-Eckernförde,Osdorf,Gut Borghorst,Gutsgarten,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9405.jpg
30072,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Ostenfeld (Rendsburg),Rader Weg 3,Einfamilienhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30072.jpg
15935,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Osterrönfeld,"Dorfstraße 11, 11",Hofanlage Schnoor,"ehem. Bauernhof; 1874, später erweitert; Wohn- und Wirtschaftsgebäude mit Vorgarten, Hofpflaster und Einfriedung sowie Stall und Scheune, ortsbildprägende Backsteinbauten","Geschichtlich, Städtebaulich","Wohn- und Wirtschaftsgebäude mit Einfriedung, Vorgarten, Hofpflaster; Scheune, Stallgebäude",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15935.jpg
15845,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osterrönfeld,An der Hochbrücke,Eisenbahnhochbrücke,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/15845.jpg
16301,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osterrönfeld,An der Hochbrücke,Südliches Wartehäuschen an der Schwebefähre,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/16301.jpg
17056,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osterrönfeld,Aukamp,Wehrau-Viadukt,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/17056.jpg
17057,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osterrönfeld,Bokelholmer Chaussee u.a.,Eisenbahn-Viadukt,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/17057.jpg
24107,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osterrönfeld,Dorfstraße 11,Wohn- und Wirtschaftsgebäude,"Bauernhaus; 1874, später erweitert; mächtiger traufständiger Backsteinbau mit Halbwalmdach, Eingangsloggia hinter schlanken Säulen; mit Vorgarten, Einfriedung und Hofpflaster","Geschichtlich, Städtebaulich","Wohn- und Wirtschaftsgebäude, Einfriedung, Vorgarten, Hofpflaster",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/24107.jpg
24112,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Osterrönfeld,Schwarzer Weg,Eisenbahn-Viadukt,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/24112.jpg
16080,Gründenkmal,Kreis Rendsburg-Eckernförde,Osterrönfeld,Dorfstraße,Doppeleiche,Doppeleiche; wohl 1898; zum 50-jährigen Jubiläum der Schleswig-Holsteinischen Erhebung gepflanzt; mit Gedenkstein,"Geschichtlich, Städtebaulich, Wissenschaftlich","Doppeleiche, Gedenkstein, Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/16080.jpg
7067,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Ottendorf,Heidenberger Weg 20,Thiessenhof,"Hofanlage Thiessenhof; 19. Jh.; das Haupthaus im Kern ein Fachhallenhaus von 1847 mit erhaltenem Fachwerkgiebel, die umliegenden Wirtschaftsgebäude (Scheune, Stall, Backhaus) im weiteren Verlauf des 19. Jh. in Backstein errichtet, gepflasterte Hoffläche","Geschichtlich, Kulturlandschaftlich","Fachhallenhaus mit Hofpflaster, Scheune, Stall, Backhaus",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7067.jpg
10,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Ottendorf,Dorfstraße 37,Scheune,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10.jpg
44660,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Ottendorf,Heidenberger Weg 20,Fachhallenhaus,"ehem. Wohn- und Wirtschaftsgebäude; 1847; Zweiständerbau mit großer Diele und Wohnfach, Wirtschaftsgiebel mit Bauerntanzmotiv über der Grootdör in Fachwerk, die übrigen Außenwände massiv erneuert, zugehörige Hoffläche mit historischer Pflasterung","Geschichtlich, Kulturlandschaftlich","Fachhallenhaus, Hofpflaster",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/44660.jpg
3514,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Ottendorf,Ottendorfer Weg 24,Fachhallenhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3514.jpg
4001,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Owschlag,Dorfstraße 20,Fachhallenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
46788,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Quarnbek,"Am Fährberg 33, 38a-38b, 40",Wohnhäuser für Kanalbedienstete,"drei Wohngebäude für Bedienstete des Nord-Ostsee-Kanals; Ende 19. Jh.; Wohnhaus für den ersten Fährwärter mit Nebengebäude, beide in Backstein, zwei weitere Doppelwohnhäuser für Fährpersonal mit Putzfassade und dekorativer Backsteingliederung","Geschichtlich, Kulturlandschaftlich","Kanalbedienstetenwohnhäuser Am Fährberg 33 (mit Nebengebäude), 38, 40",
40892,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Quarnbek,Lindenkamp 22,Kirche St. Georg & Mauritius,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Georg & Mauritius mit Ausstattung, Glockenstapel, Kirchhof, Grabmale bis 1870, Feldsteinmauer, Lindenkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40892.jpg
1348,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Am Gut 1,Gut Quarnbek: Torhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1348.jpg
9887,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Am Gut 3,Gut Quarnbek: Altes Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9887.jpg
7838,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Am Gut 7,Neues Herrenhaus (Villa),"Neues Herrenhaus des Gutes Quarnbek; 1902-04, Architekt Alfred Petersen, Bauherr Oscar Milberg; zwei- bis dreigeschossige repräsentative Landvilla mit reich gegliedertem Baukörper, seitlichem Turm und Walmdach, Putzfassade mit roter Backsteingliederung","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7838.jpg
13046,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Am Gut,Pflasterstraße vor Gut Quarnbek,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13046.jpg
13047,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Am Gut,Steinbogenbrücke über die Melsdorfer Au,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13047.jpg
10767,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Am Ringkanal,Achterwehrer Schifffahrtskanal,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10767.jpg
633,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Lindenkamp 15 - 17,Mehrfamilienkate,"ehem. Vierfamilienkate; im Kern 2. Hälfte 18. Jh.; Fachwerkbau mit reetgedecktem Walmdach, Außenfachwerk in Backstein ersetzt","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/633.jpg
7839,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Lindenkamp 20 - 20a,ehem. Schulhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7839.jpg
4018,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Quarnbek,Lindenkamp 22,Kirche St. Georg & Mauritius mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich","Kirche St. Georg & Mauritius mit Ausstattung, Glockenstapel",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4018.jpg
